product name full,product link,price,review-count,thumbnail,categories,subcategories
Kenda Havok Pro 27.5+ Folding Tyre,https://www.bike-components.de/en/Kenda/Havok-Pro-27-5-Folding-Tyre-p57146/,36.09 €,1,https://static.bike-components.de/cache/p/s1/5/7/Kenda-Havok-Pro-27-5-Folding-Tyre-57146-0-1549981592.jpeg,Tyres,"27.5"" Tyres"
"Kenda Hellkat Pro AGC 27.5"" Wired Tyre",https://www.bike-components.de/en/Kenda/Hellkat-Pro-AGC-27-5-Wired-Tyre-p57203/,31.89 €,1,https://static.bike-components.de/cache/p/s1/5/7/Kenda-Hellkat-Pro-AGC-27-5-Wired-Tyre-57203-0-1547623900.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Racing Ralph Evolution ADDIX Speed SnakeSkin 27.5"" Folding Tyre",https://www.bike-components.de/en/Schwalbe/Racing-Ralph-Evolution-ADDIX-Speed-SnakeSkin-27-5-Folding-Tyre-p57236/,33.57 €,,https://static.bike-components.de/cache/p/s1/5/7/Schwalbe-Racing-Ralph-Evolution-ADDIX-Speed-SnakeSkin-27-5-Folding-Tyre-57236-0-1547623906.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Fat Albert Rear Evolution ADDIX Speedgrip 27.5"" Rear Folding Tyre",https://www.bike-components.de/en/Schwalbe/Fat-Albert-Rear-Evolution-ADDIX-Speedgrip-27-5-Rear-Folding-Tyre-p57243/,32.73 €,,https://static.bike-components.de/cache/p/s1/5/7/Schwalbe-Fat-Albert-Rear-Evolution-ADDIX-Speedgrip-27-5-Rear-Folding-Tyre-57243-0-1547623910.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Rock Razor Evolution ADDIX Soft Super Gravity 27.5"" Folding Tyre",https://www.bike-components.de/en/Schwalbe/Rock-Razor-Evolution-ADDIX-Soft-Super-Gravity-27-5-Folding-Tyre-p57298/,33.57 €,1,https://static.bike-components.de/cache/p/s1/5/7/Schwalbe-Rock-Razor-Evolution-ADDIX-Soft-Super-Gravity-27-5-Folding-Tyre-57298-0-1547623952.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Magic Mary Evolution ADDIX Ultra Soft 27.5"" Wired Tyre Set",https://www.bike-components.de/en/Schwalbe/Magic-Mary-Evolution-ADDIX-Ultra-Soft-27-5-Wired-Tyre-Set-p58357/,62.98 €,,https://static.bike-components.de/cache/p/s1/5/8/Schwalbe-Magic-Mary-Evolution-ADDIX-Ultra-Soft-27-5-Wired-Tyre-Set-58357-0-1548423825.jpeg,Tyres,"27.5"" Tyres"
Schwalbe Rock Razor Evolution ADDIX Speedgrip Apex 27.5+ Folding Tyre,https://www.bike-components.de/en/Schwalbe/Rock-Razor-Evolution-ADDIX-Speedgrip-Apex-27-5-Folding-Tyre-p59087/,36.09 €,,https://static.bike-components.de/cache/p/s1/5/9/Schwalbe-Rock-Razor-Evolution-ADDIX-Speedgrip-Apex-27-5-Folding-Tyre-59087-0-1549981599.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Magic Mary ADDIX Bikepark 27.5"" Wired",https://www.bike-components.de/en/Schwalbe/Magic-Mary-ADDIX-Bikepark-27-5-Wired-p59094/,16.76 €,,https://static.bike-components.de/cache/p/s1/5/9/Schwalbe-Magic-Mary-ADDIX-Bikepark-27-5-Wired-59094-0-1549981669.jpeg,Tyres,"27.5"" Tyres"
"Continental Contact Plus City Performance SafetyPlus Breaker 27.5"" Wired Tyre",https://www.bike-components.de/en/Continental/Contact-Plus-City-Performance-SafetyPlus-Breaker-27-5-Wired-Tyre-p59122/,20.97 €,1,https://static.bike-components.de/cache/p/s1/5/9/Continental-Contact-Plus-City-Performance-SafetyPlus-Breaker-27-5-Wired-Tyre-59122-0-1549981602.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Ikon Dual TR Skinwall 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Ikon-Dual-TR-Skinwall-27-5-Folding-Tyre-p59635/,36.09 €,,https://static.bike-components.de/cache/p/s1/5/9/Maxxis-Ikon-Dual-TR-Skinwall-27-5-Folding-Tyre-59635-0-1549041261.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Aggressor Double Down WT 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Aggressor-Double-Down-WT-27-5-Folding-Tyre-p59649/,52.90 €,1,,Tyres,"27.5"" Tyres"
"Maxxis Highroller II WT 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Highroller-II-WT-27-5-Folding-Tyre-p59667/,52.90 €,,,Tyres,"27.5"" Tyres"
"Schwalbe G-One Allround MicroSkin 27.5"" Folding Tyre",https://www.bike-components.de/en/Schwalbe/G-One-Allround-MicroSkin-27-5-Folding-Tyre-p59874/,37.77 €,1,,Tyres,"27.5"" Tyres"
"Schwalbe G-One Allround SnakeSkin 27.5"" Folding Tyre",https://www.bike-components.de/en/Schwalbe/G-One-Allround-SnakeSkin-27-5-Folding-Tyre-p59883/,37.77 €,,,Tyres,"27.5"" Tyres"
"Maxxis Minion DHF Dual EXO WT TR 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Minion-DHF-Dual-EXO-WT-TR-27-5-Folding-Tyre-p60477/,from  44.50€,,,Tyres,"27.5"" Tyres"
"Maxxis Minion DHF 3C MaxxTerra EXO WT TR 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Minion-DHF-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-p60478/,52.90 €,,,Tyres,"27.5"" Tyres"
"Continental Race King 2.2 RaceSport 27.5"" Folding Tyre - 2018 Model",https://www.bike-components.de/en/Continental/Race-King-2-2-RaceSport-27-5-Folding-Tyre-2018-Model-p60581/,35.25 €,1,,Tyres,"27.5"" Tyres"
Continental Mountain King 2.6 ProTection 27.5+ Folding Tyre,https://www.bike-components.de/en/Continental/Mountain-King-2-6-ProTection-27-5-Folding-Tyre-p60619/,46.18 €,,,Tyres,"27.5"" Tyres"
"Onza Canis 120 TPI 27.5"" Folding Tyre",https://www.bike-components.de/en/Onza/Canis-120-TPI-27-5-Folding-Tyre-p62046/,16.80 €,,,Tyres,"27.5"" Tyres"
"e*thirteen TRS Race All Terrain 27.5"" Folding Tyre",https://www.bike-components.de/en/e-thirteen/TRS-Race-All-Terrain-27-5-Folding-Tyre-p62394/,25.20 €,1,,Tyres,"27.5"" Tyres"
Michelin Wild Enduro Front Magi-X 27.5 Folding Tyre 2018 Model,https://www.bike-components.de/en/Michelin/Wild-Enduro-Front-Magi-X-27-5-Folding-Tyre-2018-Model-p62467/,49.54 €,1,,Tyres,"27.5"" Tyres"
Michelin Force AM Performance 27.5+ Folding Tyre – 2018 Model,https://www.bike-components.de/en/Michelin/Force-AM-Performance-27-5-Folding-Tyre-2018-Model-p62492/,22.68 €,,,Tyres,"27.5"" Tyres"
"Vittoria Goma G+ 27,5"" Faltreifen",https://www.bike-components.de/en/Vittoria/Goma-G-27-5-Faltreifen-p63265/,23.52 €,,https://static.bike-components.de/cache/p/s1/6/3/Vittoria-Goma-G-27-5-Faltreifen-63265-0-1547624300.jpeg,Tyres,"27.5"" Tyres"
"Vittoria Martello G+ 27,5+ Faltreifen",https://www.bike-components.de/en/Vittoria/Martello-G-27-5-Faltreifen-p63267/,33.61 €,,https://static.bike-components.de/cache/p/s1/6/3/Vittoria-Martello-G-27-5-Faltreifen-63267-0-1549284306.jpeg,Tyres,"27.5"" Tyres"
"Continental Trail King II 27.5"" Folding Tyre",https://www.bike-components.de/en/Continental/Trail-King-II-27-5-Folding-Tyre-p64932/,20.97 €,,https://static.bike-components.de/cache/p/s1/6/4/Continental-Trail-King-II-27-5-Folding-Tyre-64932-0-1547624327.jpeg,Tyres,"27.5"" Tyres"
Schwalbe Hans Dampf Evo ADDIX Soft Super Gravity 27.5+ Folding Tyre 2019,https://www.bike-components.de/en/Schwalbe/Hans-Dampf-Evo-ADDIX-Soft-Super-Gravity-27-5-Folding-Tyre-2019-p65888/,41.97 €,,https://static.bike-components.de/cache/p/s1/6/5/Schwalbe-Hans-Dampf-Evo-ADDIX-Soft-Super-Gravity-27-5-Folding-Tyre-2019-65888-0-1553699393.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Racing Ray Evo ADDIX Speedgrip 27.5"" Folding Tyre - 2019 Model",https://www.bike-components.de/en/Schwalbe/Racing-Ray-Evo-ADDIX-Speedgrip-27-5-Folding-Tyre-2019-Model-p65896/,39.45 €,,https://static.bike-components.de/cache/p/s1/6/5/Schwalbe-Racing-Ray-Evo-ADDIX-Speedgrip-27-5-Folding-Tyre-2019-Model-65896-0-1547624355.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Racing Ralph ADDIX 27.5"" Folding Tyre - 2019 Model",https://www.bike-components.de/en/Schwalbe/Racing-Ralph-ADDIX-27-5-Folding-Tyre-2019-Model-p65897/,20.97 €,,https://static.bike-components.de/cache/p/s1/6/5/Schwalbe-Racing-Ralph-ADDIX-27-5-Folding-Tyre-2019-Model-65897-0-1547624358.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Racing Ralph Evo ADDIX Speed 27.5"" Folding Tyre - 2019 Model",https://www.bike-components.de/en/Schwalbe/Racing-Ralph-Evo-ADDIX-Speed-27-5-Folding-Tyre-2019-Model-p65899/,39.45 €,,https://static.bike-components.de/cache/p/s1/6/5/Schwalbe-Racing-Ralph-Evo-ADDIX-Speed-27-5-Folding-Tyre-2019-Model-65899-0-1547624361.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Energizer Plus ADDIX E 27.5"" Wired Tyre",https://www.bike-components.de/en/Schwalbe/Energizer-Plus-ADDIX-E-27-5-Wired-Tyre-p65914/,16.76 €,,https://static.bike-components.de/cache/p/s1/6/5/Schwalbe-Energizer-Plus-ADDIX-E-27-5-Wired-Tyre-65914-0-1538144378.jpeg,Tyres,"27.5"" Tyres"
Maxxis Minion DHR II+ 3C MaxxTerra EXO+ TR 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Minion-DHR-II-3C-MaxxTerra-EXO-TR-27-5-Folding-Tyre-p66495/,63.82 €,,https://static.bike-components.de/cache/p/s1/6/6/Maxxis-Minion-DHR-II-3C-MaxxTerra-EXO-TR-27-5-Folding-Tyre-66495-0-1542639078.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Minion DHR II 120 tpi WT 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Minion-DHR-II-120-tpi-WT-27-5-Folding-Tyre-p68365/,42.01 €,,https://static.bike-components.de/cache/p/s1/6/8/Maxxis-Minion-DHR-II-120-tpi-WT-27-5-Folding-Tyre-68365-0-1542118581.jpeg,Tyres,"27.5"" Tyres"
Maxxis Minion DHF 3C MaxxTerra EXO+ WT TR 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Minion-DHF-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-p69499/,50.41 €,,https://static.bike-components.de/cache/p/s1/6/9/Maxxis-Minion-DHF-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-69499-0-1549522732.jpeg,Tyres,"27.5"" Tyres"
Maxxis Minion DHR II 3C MaxxTerra EXO+ WT TR 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Minion-DHR-II-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-p69502/,50.41 €,,https://static.bike-components.de/cache/p/s1/6/9/Maxxis-Minion-DHR-II-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-69502-0-1549522733.jpeg,Tyres,"27.5"" Tyres"
Maxxis Rekon 3C MaxxTerra EXO+ WT TR 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Rekon-3C-MaxxTerra-EXO-WT-TR-27-5-Folding-Tyre-p69507/,50.41 €,,,Tyres,"27.5"" Tyres"
Michelin E-Wild Front 27.5+ Folding Tyre,https://www.bike-components.de/en/Michelin/E-Wild-Front-27-5-Folding-Tyre-p70420/,from  36.97€,,,Tyres,"27.5"" Tyres"
Michelin Wild Enduro Front Gum-X 27.5+ Folding Tyre,https://www.bike-components.de/en/Michelin/Wild-Enduro-Front-Gum-X-27-5-Folding-Tyre-p70439/,from  35.29€,,,Tyres,"27.5"" Tyres"
Michelin Wild Enduro Rear Gum-X 27.5+ Folding Tyre,https://www.bike-components.de/en/Michelin/Wild-Enduro-Rear-Gum-X-27-5-Folding-Tyre-p70441/,from  35.29€,,,Tyres,"27.5"" Tyres"
"Onza Ibex DHC RC²45a 27.5"" Wired Tyre",https://www.bike-components.de/en/Onza/Ibex-DHC-RC-45a-27-5-Wired-Tyre-p70591/,16.80 €,,,Tyres,"27.5"" Tyres"
"Michelin Wild Rock'R2 MAGI-X 27.5"" Faltreifen",https://www.bike-components.de/en/Michelin/Wild-Rock-R2-MAGI-X-27-5-Faltreifen-p38668/,46.18 €,1,,Tyres,"27.5"" Tyres"
"Schwalbe Dirty Dan Evolution PaceStar 27.5"" Folding Tyre - Closeout",https://www.bike-components.de/en/Schwalbe/Dirty-Dan-Evolution-PaceStar-27-5-Folding-Tyre-Closeout-p40090/,21.00 €,,,Tyres,"27.5"" Tyres"
"Maxxis Ardent Race 3C MaxxSpeed TR 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Ardent-Race-3C-MaxxSpeed-TR-27-5-Folding-Tyre-p41993/,40.04 €,1,,Tyres,"27.5"" Tyres"
"Michelin Wild Race'R2 Advanced 27.5"" Folding Tyre - Close Out",https://www.bike-components.de/en/Michelin/Wild-Race-R2-Advanced-27-5-Folding-Tyre-Close-Out-p43919/,23.52 €,4,,Tyres,"27.5"" Tyres"
"Schwalbe Fat Albert Front Evolution 27.5"" Front Folding Tyre - Closeout",https://www.bike-components.de/en/Schwalbe/Fat-Albert-Front-Evolution-27-5-Front-Folding-Tyre-Closeout-p45467/,31.05 €,1,,Tyres,"27.5"" Tyres"
"Maxxis Shorty 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Shorty-27-5-Folding-Tyre-p46088/,46.18 €,6,,Tyres,"27.5"" Tyres"
"Schwalbe Racing Ralph Evolution LiteSkin 27.5"" Folding Tyre",https://www.bike-components.de/en/Schwalbe/Racing-Ralph-Evolution-LiteSkin-27-5-Folding-Tyre-p46219/,29.37 €,,,Tyres,"27.5"" Tyres"
"Schwalbe Marathon 27.5"" Wired Tyre",https://www.bike-components.de/en/Schwalbe/Marathon-27-5-Wired-Tyre-p46409/,15.92 €,20,https://static.bike-components.de/cache/p/s1/4/6/Schwalbe-Marathon-27-5-Wired-Tyre-46409-0-1547623691.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Aggressor Double Down 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Aggressor-Double-Down-27-5-Folding-Tyre-p46862/,52.90 €,2,https://static.bike-components.de/cache/p/s1/4/6/Maxxis-Aggressor-Double-Down-27-5-Folding-Tyre-46862-0-1548169496.jpeg,Tyres,"27.5"" Tyres"
"Continental Mud King Apex 27.5"" Wired Tyre",https://www.bike-components.de/en/Continental/Mud-King-Apex-27-5-Wired-Tyre-p47056/,42.01 €,,https://static.bike-components.de/cache/p/s1/4/7/Continental-Mud-King-Apex-27-5-Wired-Tyre-47056-0-1547623702.jpeg,Tyres,"27.5"" Tyres"
"Continental Mud King ProTection 27.5"" Folding Tyre",https://www.bike-components.de/en/Continental/Mud-King-ProTection-27-5-Folding-Tyre-p47401/,33.61 €,,https://static.bike-components.de/cache/p/s1/4/7/Continental-Mud-King-ProTection-27-5-Folding-Tyre-47401-0-1547623710.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Minion DHF SuperTacky Downhill 27.5"" Wired Tyre",https://www.bike-components.de/en/Maxxis/Minion-DHF-SuperTacky-Downhill-27-5-Wired-Tyre-p47413/,40.29 €,1,https://static.bike-components.de/cache/p/s1/4/7/Maxxis-Minion-DHF-SuperTacky-Downhill-27-5-Wired-Tyre-47413-0-1547623717.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Detonator 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Detonator-27-5-Folding-Tyre-p47480/,25.17 €,1,https://static.bike-components.de/cache/p/s1/4/7/Maxxis-Detonator-27-5-Folding-Tyre-47480-0-1547623729.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Tread Lite 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Tread-Lite-27-5-Folding-Tyre-p47564/,36.09 €,,https://static.bike-components.de/cache/p/s1/4/7/Maxxis-Tread-Lite-27-5-Folding-Tyre-47564-0-1547623762.jpeg,Tyres,"27.5"" Tyres"
"Michelin Wild Race'R Enduro Rear 27.5"" Folding Tyre - Close Out",https://www.bike-components.de/en/Michelin/Wild-Race-R-Enduro-Rear-27-5-Folding-Tyre-Close-Out-p47947/,29.40 €,1,https://static.bike-components.de/cache/p/s1/4/7/Michelin-Wild-Race-R-Enduro-Rear-27-5-Folding-Tyre-Close-Out-47947-0-1548423732.jpeg,Tyres,"27.5"" Tyres"
"WTB Riddler TCS Light Fast Rolling 27,5"" Faltreifen",https://www.bike-components.de/en/WTB/Riddler-TCS-Light-Fast-Rolling-27-5-Faltreifen-p48328/,40.29 €,,https://static.bike-components.de/cache/p/s1/4/8/WTB-Riddler-TCS-Light-Fast-Rolling-27-5-Faltreifen-48328-0-1550574827.jpeg,Tyres,"27.5"" Tyres"
"Schwalbe Fat Albert Evolution SnakeSkin TrailStar/PaceStar 27.5"" Set",https://www.bike-components.de/en/Schwalbe/Fat-Albert-Evolution-SnakeSkin-TrailStar-PaceStar-27-5-Set-p49520/,58.78 €,3,https://static.bike-components.de/cache/p/s1/4/9/Schwalbe-Fat-Albert-Evolution-SnakeSkin-TrailStar-PaceStar-27-5-Set-49520-0-1549004322.jpeg,Tyres,"27.5"" Tyres"
Maxxis Ikon+ 3C MaxxSpeed EXO Protection 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Ikon-3C-MaxxSpeed-EXO-Protection-27-5-Folding-Tyre-p49840/,57.10 €,1,https://static.bike-components.de/cache/p/s1/4/9/Maxxis-Ikon-3C-MaxxSpeed-EXO-Protection-27-5-Folding-Tyre-49840-0-1550574828.jpeg,Tyres,"27.5"" Tyres"
"Maxxis Highroller II 27.5"" Folding Tyre",https://www.bike-components.de/en/Maxxis/Highroller-II-27-5-Folding-Tyre-p50769/,50.38 €,1,https://static.bike-components.de/cache/p/s1/5/0/Maxxis-Highroller-II-27-5-Folding-Tyre-50769-0-1548169500.jpeg,Tyres,"27.5"" Tyres"
"Surly Dirt Wizard 27,5+ Faltreifen",https://www.bike-components.de/en/Surly/Dirt-Wizard-27-5-Faltreifen-p50917/,79.79 €,1,,Tyres,"27.5"" Tyres"
"WTB Ranger TCS Light Fast Rolling 27,5+ Faltreifen",https://www.bike-components.de/en/WTB/Ranger-TCS-Light-Fast-Rolling-27-5-Faltreifen-p51264/,40.29 €,1,,Tyres,"27.5"" Tyres"
WTB Ranger TCS Light High Grip 27.5+ Folding Tyre - 2017 Model,https://www.bike-components.de/en/WTB/Ranger-TCS-Light-High-Grip-27-5-Folding-Tyre-2017-Model-p51266/,40.29 €,,,Tyres,"27.5"" Tyres"
WTB Ranger TCS Tough Fast Rolling 27.5+ Folding Tyre - 2017 Model,https://www.bike-components.de/en/WTB/Ranger-TCS-Tough-Fast-Rolling-27-5-Folding-Tyre-2017-Model-p51267/,43.66 €,,,Tyres,"27.5"" Tyres"
"Onza Lynx AM/END 27.5"" Folding Tyre",https://www.bike-components.de/en/Onza/Lynx-AM-END-27-5-Folding-Tyre-p51505/,16.80 €,,,Tyres,"27.5"" Tyres"
"Mavic Quest Pro 27.5"" Folding Tyre",https://www.bike-components.de/en/Mavic/Quest-Pro-27-5-Folding-Tyre-p52122/,33.57 €,1,,Tyres,"27.5"" Tyres"
"Mavic Claw Pro XL 27.5"" Folding Tyre",https://www.bike-components.de/en/Mavic/Claw-Pro-XL-27-5-Folding-Tyre-p52124/,37.77 €,1,,Tyres,"27.5"" Tyres"
Schwalbe G-One Allround LiteSkin 27.5+ Folding Tyre – 2017,https://www.bike-components.de/en/Schwalbe/G-One-Allround-LiteSkin-27-5-Folding-Tyre-2017-p52165/,39.45 €,,,Tyres,"27.5"" Tyres"
"Schwalbe Durano DD 27.5"" Folding Tyre - 2017",https://www.bike-components.de/en/Schwalbe/Durano-DD-27-5-Folding-Tyre-2017-p52299/,25.17 €,,,Tyres,"27.5"" Tyres"
"Continental Top Contact II 27.5"" Folding Tyre",https://www.bike-components.de/en/Continental/Top-Contact-II-27-5-Folding-Tyre-p52537/,41.97 €,,,Tyres,"27.5"" Tyres"
"Maxxis Ikon MPC 27.5"" Wired Tyre",https://www.bike-components.de/en/Maxxis/Ikon-MPC-27-5-Wired-Tyre-p52692/,16.76 €,,,Tyres,"27.5"" Tyres"
Maxxis Minion DHF+ 3C MaxxTerra EXO TR 27.5+ Folding Tyre,https://www.bike-components.de/en/Maxxis/Minion-DHF-3C-MaxxTerra-EXO-TR-27-5-Folding-Tyre-p52763/,57.10 €,1,,Tyres,"27.5"" Tyres"
"Schwalbe Nobby Nic Evolution E-Bike 27.5"" E-Bike Folding Tyre - Closeout",https://www.bike-components.de/en/Schwalbe/Nobby-Nic-Evolution-E-Bike-27-5-E-Bike-Folding-Tyre-Closeout-p53736/,33.61 €,,https://static.bike-components.de/cache/p/s1/5/3/Schwalbe-Nobby-Nic-Evolution-E-Bike-27-5-E-Bike-Folding-Tyre-Closeout-53736-0-1547624566.jpeg,Tyres,"27.5"" Tyres"
